"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,22.7,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,22.2,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,21.4,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,22.6,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,21.6,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,20.8,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,20.7,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,21.7,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,21.7,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,21.5,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,21.7,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,21.5,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,21.7,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,23.2,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,23.3,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,23.4,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,22.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,11.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,11.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,12.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,14.8,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,16.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,17,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,17,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,17.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,17.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,18,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,17.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,18.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,18.4,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,18.9,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,19.5,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,19.4,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,19.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,20,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,19.9,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,20.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,20.4,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,20.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,19.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,19.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,19.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,19.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,20.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,19.8,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,17.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,17.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,19,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,20,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,21.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,22.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,22.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,22.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,22.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,23.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,22.8,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,23.6,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,23.9,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,24.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,24.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,24.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,24.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,24.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,24.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,25.1,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,24.9,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,24.3,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,24.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,24.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,24.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,23.8,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,24,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,24.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,11.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,13.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,14.9,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,17.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,18.9,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,19.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,19.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,19.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,19.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,20,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,20,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,20.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,20.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,20.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,21.4,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,21.4,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,21.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,21.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,21.8,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,22.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,22.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,22.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,22.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,22.9,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,23.4,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,23.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,23.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,23.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,14.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,17.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,19.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,22.4,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,24.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,24.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,24.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,24.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,24.6,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,25,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,25.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,25.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,25.8,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,26.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,27,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,27.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,27.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,27,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,26.9,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,27.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,27.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,27.2,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,27.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,27.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,27.8,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,27.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,27.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,27.4,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,18.4,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,18.2,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,18,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,18.2,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,18.9,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,18.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,19,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,19,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,18.9,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,19.3,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,19.3,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,19.3,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,20,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,19.5,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,19.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,19.5,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,19.9,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,19.6,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,23.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,23.4,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,23.4,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,23.2,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,23.6,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,23.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,23.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,23.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,23.6,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,24,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,23.9,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,24,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,24.5,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,24.3,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,23.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,23.3,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,23.2,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,22.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,11.4,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,12.3,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,13.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,14.2,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,16.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,16.6,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,16.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,16.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,17.3,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,17.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,17.4,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,17.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,18.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,17.9,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,18.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,18.3,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,18.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,18.4,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,18.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,19.6,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,19.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,19.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,19.9,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,20.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,20.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,20.8,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,21.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,21.5,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,16.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,17,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,19,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,18.1,,
