"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,9.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,9.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,10.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,11.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,12.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,12.7,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,12.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,12.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,12.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,13.2,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,13.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,13.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,12.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,12.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,13.4,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,14,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,14.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,14.4,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,14.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,14.4,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,14.3,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,14.2,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,13.7,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,13.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,14.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,14.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,13.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,14.2,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,14.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,12.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,15,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,16.7,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,13.7,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,19.2,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,19.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,17.3,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,16.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,20.3,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,18.6,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,18.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,18.4,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,19.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,18.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,19.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,20.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,19.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,19.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,18.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,17.8,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,16,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,17.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,17.4,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,18.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,18.4,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,19,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,19.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,10.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,11.6,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,11.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,11.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,10.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,11,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,11.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,11.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,11.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,11.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,12.1,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,12.2,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,12.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,13.1,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,15.3,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,14.6,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,14.6,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,15.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,16,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,14.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,14,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,13.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,12.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,12.1,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,15,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,15.3,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,16.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,15.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,16.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,18.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,18.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,19.1,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,17.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,17.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,18.2,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,17.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,17.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,18.2,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,18.3,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,18.2,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,19,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,19.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,21.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,21.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,23,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,22.5,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,20.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,19.9,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,18.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,18.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,19,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,19.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,21.6,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,21.7,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,21.1,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,20.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,15,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1991","1991","YR","Years","0","Units",,,14.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1992","1992","YR","Years","0","Units",,,14.6,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1993","1993","YR","Years","0","Units",,,14.7,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,15.4,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,15.8,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,16.1,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,16.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,16,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,15.8,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,16.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,16.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,16.6,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,17.1,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,17.4,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,17.8,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,17.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,17.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,17.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,17.1,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,17.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,16.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,17,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,16.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,18.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1991","1991","YR","Years","0","Units",,,16.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1992","1992","YR","Years","0","Units",,,17.7,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1993","1993","YR","Years","0","Units",,,18.4,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,18.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,18.7,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,20.1,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,20.6,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,20.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,19.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,20.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,20.9,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,20.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,21,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,22,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,23,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,22.5,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2007","2007","YR","Years","0","Units",,,22.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2008","2008","YR","Years","0","Units",,,22,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2009","2009","YR","Years","0","Units",,,21.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,22.1,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,20.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2015","2015","YR","Years","0","Units",,,20.2,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2016","2016","YR","Years","0","Units",,,20.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1994","1994","YR","Years","0","Units",,,12.7,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,12.9,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1996","1996","YR","Years","0","Units",,,13.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1997","1997","YR","Years","0","Units",,,13.1,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1998","1998","YR","Years","0","Units",,,12.8,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1999","1999","YR","Years","0","Units",,,13.1,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,13.7,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2001","2001","YR","Years","0","Units",,,13,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2002","2002","YR","Years","0","Units",,,13.6,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2003","2003","YR","Years","0","Units",,,14.1,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2004","2004","YR","Years","0","Units",,,13.1,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,13,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2006","2006","YR","Years","0","Units",,,14.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2007","2007","YR","Years","0","Units",,,13.1,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2008","2008","YR","Years","0","Units",,,13,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2009","2009","YR","Years","0","Units",,,13.5,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,13.8,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,13.5,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,13.7,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,14.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,14.8,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,16,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,16,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1994","1994","YR","Years","0","Units",,,19.5,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,20.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1996","1996","YR","Years","0","Units",,,20.5,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1997","1997","YR","Years","0","Units",,,21.4,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1998","1998","YR","Years","0","Units",,,21.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1999","1999","YR","Years","0","Units",,,21.5,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,21,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2001","2001","YR","Years","0","Units",,,21.2,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2002","2002","YR","Years","0","Units",,,18.6,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2003","2003","YR","Years","0","Units",,,20.7,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2004","2004","YR","Years","0","Units",,,21.1,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,21.6,,
"LVA","Latvia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2006","2006","YR","Years","0","Units",,,20.7,,
